season,round,driver_id,lap_number,position,lap_time,lap_time_ms
2015,1,button,1,,2:34.851,154851
2015,1,ericsson,1,,2:46.959,166959
2015,1,hamilton,1,,2:22.988,142988
2015,1,hulkenberg,1,,2:33.291,153291
2015,1,massa,1,,2:26.113,146113
2015,1,max_verstappen,1,,2:32.685,152685
2015,1,nasr,1,,2:29.928,149928
2015,1,perez,1,,2:33.942,153942
2015,1,raikkonen,1,,2:31.903,151903
2015,1,ricciardo,1,,2:30.426,150426
2015,1,rosberg,1,,2:24.350,144350
2015,1,sainz,1,,2:28.880,148880
2015,1,vettel,1,,2:27.522,147522
2015,1,button,2,,2:24.513,144513
2015,1,ericsson,2,,2:13.281,133281
2015,1,hamilton,2,,2:26.005,146005
2015,1,hulkenberg,2,,2:24.593,144593
2015,1,massa,2,,2:24.418,144418
2015,1,max_verstappen,2,,2:23.966,143966
2015,1,nasr,2,,2:23.809,143809
2015,1,perez,2,,2:24.532,144532
2015,1,raikkonen,2,,2:23.867,143867
2015,1,ricciardo,2,,2:23.889,143889
2015,1,rosberg,2,,2:25.242,145242
2015,1,sainz,2,,2:23.584,143584
2015,1,vettel,2,,2:24.069,144069
2015,1,button,3,,2:09.601,129601
2015,1,ericsson,3,,2:09.284,129284
2015,1,hamilton,3,,2:13.785,133785
2015,1,hulkenberg,3,,2:09.971,129971
2015,1,massa,3,,2:14.436,134436
2015,1,max_verstappen,3,,2:10.745,130745
2015,1,nasr,3,,2:12.364,132364
2015,1,perez,3,,2:10.016,130016
2015,1,raikkonen,3,,2:11.256,131256
2015,1,ricciardo,3,,2:12.122,132122
2015,1,rosberg,3,,2:14.420,134420
2015,1,sainz,3,,2:13.584,133584
2015,1,vettel,3,,2:13.846,133846
2015,1,button,4,,1:38.571,98571
2015,1,ericsson,4,,1:38.426,98426
2015,1,hamilton,4,,1:33.493,93493
2015,1,hulkenberg,4,,1:37.991,97991
2015,1,massa,4,,1:35.150,95150
2015,1,max_verstappen,4,,1:37.782,97782
2015,1,nasr,4,,1:36.284,96284
2015,1,perez,4,,1:40.153,100153
2015,1,raikkonen,4,,1:37.230,97230
2015,1,ricciardo,4,,1:36.675,96675
2015,1,rosberg,4,,1:34.638,94638
2015,1,sainz,4,,1:37.662,97662
2015,1,vettel,4,,1:35.361,95361
2015,1,button,5,,1:37.812,97812
2015,1,ericsson,5,,1:36.659,96659
2015,1,hamilton,5,,1:32.765,92765
2015,1,hulkenberg,5,,1:35.944,95944
2015,1,massa,5,,1:33.928,93928
2015,1,max_verstappen,5,,1:35.735,95735
2015,1,nasr,5,,1:35.148,95148
2015,1,perez,5,,1:37.226,97226
2015,1,raikkonen,5,,1:35.071,95071
2015,1,ricciardo,5,,1:35.092,95092
2015,1,rosberg,5,,1:33.068,93068
2015,1,sainz,5,,1:35.195,95195
2015,1,vettel,5,,1:34.027,94027
2015,1,button,6,,1:36.461,96461
2015,1,ericsson,6,,1:34.748,94748
2015,1,hamilton,6,,1:32.685,92685
2015,1,hulkenberg,6,,1:35.314,95314
2015,1,massa,6,,1:33.470,93470
2015,1,max_verstappen,6,,1:35.370,95370
2015,1,nasr,6,,1:34.761,94761
2015,1,perez,6,,1:36.967,96967
2015,1,raikkonen,6,,1:34.684,94684
2015,1,ricciardo,6,,1:34.810,94810
2015,1,rosberg,6,,1:32.371,92371
2015,1,sainz,6,,1:34.557,94557
2015,1,vettel,6,,1:33.438,93438
2015,1,button,7,,1:36.027,96027
2015,1,ericsson,7,,1:34.755,94755
2015,1,hamilton,7,,1:32.593,92593
2015,1,hulkenberg,7,,1:35.164,95164
2015,1,massa,7,,1:33.205,93205
2015,1,max_verstappen,7,,1:35.040,95040
2015,1,nasr,7,,1:34.263,94263
2015,1,perez,7,,1:38.563,98563
2015,1,raikkonen,7,,1:34.126,94126
2015,1,ricciardo,7,,1:34.420,94420
2015,1,rosberg,7,,1:32.827,92827
2015,1,sainz,7,,1:35.417,95417
2015,1,vettel,7,,1:33.197,93197
2015,1,hamilton,8,,1:32.899,92899
2015,1,massa,8,,1:33.576,93576
2015,1,max_verstappen,8,,1:35.169,95169
2015,1,nasr,8,,1:34.505,94505
2015,1,raikkonen,8,,1:34.264,94264
2015,1,ricciardo,8,,1:34.510,94510
2015,1,rosberg,8,,1:32.460,92460
2015,1,sainz,8,,1:34.392,94392
2015,1,vettel,8,,1:33.754,93754
2015,2,alonso,1,,2:01.628,121628
2015,2,bottas,1,,2:00.921,120921
2015,2,button,1,,2:02.563,122563
2015,2,ericsson,1,,1:58.046,118046
2015,2,grosjean,1,,1:59.136,119136
2015,2,hamilton,1,,1:51.297,111297
2015,2,hulkenberg,1,,1:57.600,117600
2015,2,kvyat,1,,1:56.397,116397
2015,2,maldonado,1,,2:44.733,164733
2015,2,massa,1,,1:55.743,115743
2015,2,max_verstappen,1,,1:58.773,118773
2015,2,merhi,1,,2:03.944,123944
2015,2,nasr,1,,2:00.666,120666
2015,2,perez,1,,2:01.947,121947
2015,2,raikkonen,1,,2:00.564,120564
2015,2,ricciardo,1,,1:54.494,114494
2015,2,rosberg,1,,1:52.940,112940
2015,2,sainz,1,,2:00.068,120068
2015,2,vettel,1,,1:52.002,112002
2015,2,alonso,2,,1:51.375,111375
2015,2,bottas,2,,1:50.281,110281
2015,2,button,2,,1:50.898,110898
2015,2,ericsson,2,,1:48.815,108815
2015,2,grosjean,2,,1:48.863,108863
2015,2,hamilton,2,,1:46.505,106505
2015,2,hulkenberg,2,,1:48.795,108795
2015,2,kvyat,2,,1:48.496,108496
2015,2,maldonado,2,,2:19.637,139637
2015,2,massa,2,,1:48.147,108147
2015,2,max_verstappen,2,,1:49.284,109284
2015,2,merhi,2,,1:52.753,112753
2015,2,nasr,2,,1:56.091,116091
2015,2,perez,2,,1:50.469,110469
2015,2,raikkonen,2,,2:32.942,152942
2015,2,ricciardo,2,,1:47.416,107416
2015,2,rosberg,2,,1:47.180,107180
2015,2,sainz,2,,1:48.634,108634
2015,2,vettel,2,,1:46.830,106830
2015,2,alonso,3,,1:50.250,110250
2015,2,bottas,3,,1:47.384,107384
2015,2,button,3,,1:50.469,110469
2015,2,ericsson,3,,1:48.760,108760
2015,2,grosjean,3,,1:48.335,108335
2015,2,hamilton,3,,1:46.996,106996
2015,2,hulkenberg,3,,1:48.853,108853
2015,2,kvyat,3,,1:48.076,108076
2015,2,maldonado,3,,1:58.619,118619
2015,2,massa,3,,1:48.158,108158
2015,2,max_verstappen,3,,1:49.185,109185
2015,2,merhi,3,,1:52.235,112235
2015,2,nasr,3,,2:19.849,139849
2015,2,perez,3,,1:49.372,109372
2015,2,raikkonen,3,,2:23.953,143953
2015,2,ricciardo,3,,1:47.785,107785
2015,2,rosberg,3,,1:47.014,107014
2015,2,sainz,3,,1:48.819,108819
2015,2,vettel,3,,1:46.795,106795
2015,2,alonso,4,,2:18.361,138361
2015,2,bottas,4,,2:14.568,134568
2015,2,button,4,,2:23.593,143593
2015,2,grosjean,4,,2:11.714,131714
2015,2,hamilton,4,,2:11.570,131570
2015,2,hulkenberg,4,,2:12.191,132191
2015,2,kvyat,4,,2:13.743,133743
2015,2,maldonado,4,,2:19.288,139288
2015,2,massa,4,,2:13.180,133180
2015,2,max_verstappen,4,,2:14.497,134497
2015,2,merhi,4,,2:18.382,138382
2015,2,nasr,4,,2:19.657,139657
2015,2,perez,4,,2:13.331,133331
2015,2,raikkonen,4,,2:16.147,136147
2015,2,ricciardo,4,,2:12.388,132388
2015,2,rosberg,4,,2:12.990,132990
2015,2,sainz,4,,2:11.863,131863
2015,2,vettel,4,,2:09.884,129884
2015,2,alonso,5,,2:38.864,158864
2015,2,bottas,5,,2:40.800,160800
2015,2,button,5,,2:46.724,166724
2015,2,grosjean,5,,2:18.912,138912
2015,2,hamilton,5,,2:41.918,161918
2015,2,hulkenberg,5,,2:17.958,137958
2015,2,kvyat,5,,2:43.662,163662
2015,2,maldonado,5,,2:03.685,123685
2015,2,massa,5,,2:39.599,159599
2015,2,max_verstappen,5,,2:42.100,162100
2015,2,merhi,5,,2:24.906,144906
2015,2,nasr,5,,2:19.609,139609
2015,2,perez,5,,2:18.317,138317
2015,2,raikkonen,5,,1:49.747,109747
2015,2,ricciardo,5,,2:41.563,161563
2015,2,rosberg,5,,2:45.795,165795
2015,2,sainz,5,,2:19.148,139148
2015,2,vettel,5,,2:29.327,149327
2015,2,grosjean,6,,2:35.991,155991
2015,2,hamilton,6,,2:26.542,146542
2015,2,hulkenberg,6,,2:37.061,157061
2015,2,perez,6,,2:30.464,150464
2015,2,ricciardo,6,,2:22.161,142161
2015,2,sainz,6,,2:34.840,154840
2015,2,vettel,6,,2:36.358,156358
2015,3,alonso,1,,1:55.768,115768
2015,3,bottas,1,,1:50.114,110114
2015,3,button,1,,1:56.287,116287
2015,3,ericsson,1,,1:52.386,112386
2015,3,grosjean,1,,1:50.984,110984
2015,3,hamilton,1,,1:45.695,105695
2015,3,hulkenberg,1,,1:54.288,114288
2015,3,kvyat,1,,1:54.792,114792
2015,3,maldonado,1,,1:52.637,112637
2015,3,massa,1,,1:49.426,109426
2015,3,max_verstappen,1,,1:53.657,113657
2015,3,merhi,1,,1:56.961,116961
2015,3,nasr,1,,1:51.497,111497
2015,3,perez,1,,1:55.424,115424
2015,3,raikkonen,1,,1:48.617,108617
2015,3,ricciardo,1,,1:56.042,116042
2015,3,rosberg,1,,1:46.876,106876
2015,3,sainz,1,,1:55.201,115201
2015,3,stevens,1,,1:57.598,117598
2015,3,vettel,1,,1:47.813,107813
2015,3,alonso,2,,1:47.841,107841
2015,3,bottas,2,,1:45.441,105441
2015,3,button,2,,1:48.254,108254
2015,3,ericsson,2,,1:46.777,106777
2015,3,grosjean,2,,1:45.616,105616
2015,3,hamilton,2,,1:44.678,104678
2015,3,hulkenberg,2,,1:46.729,106729
2015,3,kvyat,2,,1:48.062,108062
2015,3,maldonado,2,,1:46.772,106772
2015,3,massa,2,,1:45.394,105394
2015,3,max_verstappen,2,,1:46.308,106308
2015,3,merhi,2,,1:49.849,109849
2015,3,nasr,2,,1:46.285,106285
2015,3,perez,2,,1:47.725,107725
2015,3,raikkonen,2,,1:45.106,105106
2015,3,ricciardo,2,,1:47.989,107989
2015,3,rosberg,2,,1:44.518,104518
2015,3,sainz,2,,1:53.216,113216
2015,3,stevens,2,,1:49.819,109819
2015,3,vettel,2,,1:44.903,104903
2015,3,alonso,3,,1:48.278,108278
2015,3,bottas,3,,1:45.158,105158
2015,3,button,3,,1:47.832,107832
2015,3,ericsson,3,,1:46.911,106911
2015,3,grosjean,3,,1:45.298,105298
2015,3,hamilton,3,,1:44.317,104317
2015,3,hulkenberg,3,,1:46.891,106891
2015,3,kvyat,3,,1:47.315,107315
2015,3,maldonado,3,,1:45.237,105237
2015,3,massa,3,,1:45.389,105389
2015,3,max_verstappen,3,,1:46.638,106638
2015,3,merhi,3,,1:49.492,109492
2015,3,nasr,3,,1:45.996,105996
2015,3,perez,3,,1:47.419,107419
2015,3,raikkonen,3,,1:45.011,105011
2015,3,ricciardo,3,,1:47.156,107156
2015,3,rosberg,3,,1:44.297,104297
2015,3,sainz,3,,1:48.683,108683
2015,3,stevens,3,,1:50.414,110414
2015,3,vettel,3,,1:44.574,104574
2015,3,alonso,4,,1:47.162,107162
2015,3,bottas,4,,1:44.890,104890
2015,3,button,4,,1:47.420,107420
2015,3,ericsson,4,,1:45.811,105811
2015,3,grosjean,4,,1:45.293,105293
2015,3,hamilton,4,,1:44.317,104317
2015,3,hulkenberg,4,,1:46.100,106100
2015,3,kvyat,4,,1:47.734,107734
2015,3,maldonado,4,,1:45.101,105101
2015,3,massa,4,,1:44.870,104870
2015,3,max_verstappen,4,,1:46.000,106000
2015,3,merhi,4,,1:50.048,110048
2015,3,nasr,4,,1:45.352,105352
2015,3,perez,4,,1:47.154,107154
2015,3,raikkonen,4,,1:44.642,104642
2015,3,ricciardo,4,,1:47.112,107112
2015,3,rosberg,4,,1:44.361,104361
2015,3,sainz,4,,1:48.590,108590
2015,3,stevens,4,,1:49.708,109708
2015,3,vettel,4,,1:44.860,104860
2015,3,alonso,5,,1:47.760,107760
2015,3,bottas,5,,1:45.210,105210
2015,3,button,5,,1:47.721,107721
2015,3,ericsson,5,,1:45.755,105755
2015,3,grosjean,5,,1:45.267,105267
2015,3,hamilton,5,,1:44.149,104149
2015,3,hulkenberg,5,,1:46.113,106113
2015,3,kvyat,5,,1:47.768,107768
2015,3,maldonado,5,,1:45.622,105622
2015,3,massa,5,,1:45.031,105031
2015,3,max_verstappen,5,,1:45.817,105817
2015,3,merhi,5,,1:49.358,109358
2015,3,nasr,5,,1:45.637,105637
2015,3,perez,5,,1:45.846,105846
2015,3,raikkonen,5,,1:44.603,104603
2015,3,ricciardo,5,,1:47.730,107730
2015,3,rosberg,5,,1:44.165,104165
2015,3,sainz,5,,1:47.757,107757
2015,3,stevens,5,,1:49.686,109686
2015,3,vettel,5,,1:44.351,104351
2015,3,alonso,55,,2:20.651,140651
2015,3,button,55,,2:21.530,141530
2015,3,sainz,55,,2:17.853,137853
2015,3,bottas,56,,2:16.076,136076
2015,3,grosjean,56,,1:46.739,106739
2015,3,hamilton,56,,2:32.459,152459
2015,3,massa,56,,2:19.560,139560
2015,3,nasr,56,,1:46.337,106337
2015,3,raikkonen,56,,2:33.472,153472
2015,3,ricciardo,56,,1:54.390,114390
2015,3,rosberg,56,,2:32.533,152533
2015,3,vettel,56,,2:33.156,153156
2015,4,alonso,1,,1:49.376,109376
2015,4,bottas,1,,1:44.432,104432
2015,4,ericsson,1,,1:46.566,106566
2015,4,grosjean,1,,1:45.366,105366
2015,4,hamilton,1,,1:41.390,101390
2015,4,hulkenberg,1,,1:46.025,106025
2015,4,kvyat,1,,1:50.564,110564
2015,4,maldonado,1,,1:51.121,111121
2015,4,massa,1,,1:51.189,111189
2015,4,max_verstappen,1,,1:49.895,109895
2015,4,merhi,1,,1:53.056,113056
2015,4,nasr,1,,1:48.819,108819
2015,4,perez,1,,1:48.268,108268
2015,4,raikkonen,1,,1:42.896,102896
2015,4,ricciardo,1,,1:44.998,104998
2015,4,rosberg,1,,1:43.381,103381
2015,4,sainz,1,,1:47.698,107698
2015,4,stevens,1,,1:53.120,113120
2015,4,vettel,1,,1:42.217,102217
2015,4,alonso,2,,1:42.035,102035
2015,4,bottas,2,,1:40.302,100302
2015,4,ericsson,2,,1:41.486,101486
2015,4,grosjean,2,,1:41.107,101107
2015,4,hamilton,2,,1:38.955,98955
2015,4,hulkenberg,2,,1:41.260,101260
2015,4,kvyat,2,,1:43.347,103347
2015,4,maldonado,2,,1:41.421,101421
2015,4,massa,2,,1:41.887,101887
2015,4,max_verstappen,2,,1:42.009,102009
2015,4,merhi,2,,1:44.459,104459
2015,4,nasr,2,,1:41.738,101738
2015,4,perez,2,,1:41.618,101618
2015,4,raikkonen,2,,1:39.882,99882
2015,4,ricciardo,2,,1:40.949,100949
2015,4,rosberg,2,,1:40.231,100231
2015,4,sainz,2,,1:41.538,101538
2015,4,stevens,2,,1:45.025,105025
2015,4,vettel,2,,1:39.607,99607
2015,4,alonso,3,,1:41.762,101762
2015,4,bottas,3,,1:39.904,99904
2015,4,ericsson,3,,1:41.058,101058
2015,4,grosjean,3,,1:41.127,101127
2015,4,hamilton,3,,1:39.257,99257
2015,4,hulkenberg,3,,1:41.338,101338
2015,4,kvyat,3,,1:41.763,101763
2015,4,maldonado,3,,1:41.821,101821
2015,4,massa,3,,1:41.981,101981
2015,4,max_verstappen,3,,1:42.170,102170
2015,4,merhi,3,,1:44.110,104110
2015,4,nasr,3,,1:41.697,101697
2015,4,perez,3,,1:41.688,101688
2015,4,raikkonen,3,,1:39.852,99852
2015,4,ricciardo,3,,1:40.889,100889
2015,4,rosberg,3,,1:39.569,99569
2015,4,sainz,3,,1:41.577,101577
2015,4,stevens,3,,1:44.141,104141
2015,4,vettel,3,,1:39.450,99450
2015,4,alonso,4,,1:41.753,101753
2015,4,bottas,4,,1:41.101,101101
2015,4,ericsson,4,,1:41.415,101415
2015,4,grosjean,4,,1:41.082,101082
2015,4,hamilton,4,,1:39.602,99602
2015,4,hulkenberg,4,,1:41.443,101443
2015,4,kvyat,4,,1:42.547,102547
2015,4,maldonado,4,,1:43.185,103185
2015,4,massa,4,,1:41.596,101596
2015,4,max_verstappen,4,,1:42.196,102196
2015,4,merhi,4,,1:44.278,104278
2015,4,nasr,4,,1:41.939,101939
2015,4,perez,4,,1:41.737,101737
2015,4,raikkonen,4,,1:42.277,102277
2015,4,ricciardo,4,,1:41.127,101127
2015,4,rosberg,4,,1:39.788,99788
2015,4,sainz,4,,1:41.766,101766
2015,4,stevens,4,,1:44.182,104182
2015,4,vettel,4,,1:39.730,99730
2015,4,alonso,5,,1:41.996,101996
2015,4,bottas,5,,1:40.802,100802
2015,4,ericsson,5,,1:41.708,101708
2015,4,grosjean,5,,1:41.358,101358
2015,4,hamilton,5,,1:40.081,100081
2015,4,hulkenberg,5,,1:41.550,101550
2015,4,kvyat,5,,1:42.083,102083
2015,4,maldonado,5,,1:42.308,102308
2015,4,massa,5,,1:41.475,101475
2015,4,max_verstappen,5,,1:43.296,103296
2015,4,merhi,5,,1:44.967,104967
2015,4,nasr,5,,1:42.068,102068
2015,4,perez,5,,1:41.911,101911
2015,4,raikkonen,5,,1:40.262,100262
2015,4,ricciardo,5,,1:41.189,101189
2015,4,rosberg,5,,1:40.035,100035
2015,4,sainz,5,,1:41.830,101830
2015,4,stevens,5,,1:44.914,104914
2015,4,vettel,5,,1:40.205,100205
2015,4,bottas,6,,1:41.214,101214
2015,4,hamilton,6,,1:40.006,100006
2015,4,raikkonen,6,,1:40.056,100056
2015,4,rosberg,6,,1:40.051,100051
2015,4,vettel,6,,1:40.235,100235
2015,4,alonso,56,,1:39.826,99826
2015,4,bottas,56,,1:39.542,99542
2015,4,ericsson,56,,1:41.257,101257
2015,4,grosjean,56,,1:40.532,100532
2015,4,hulkenberg,56,,1:41.270,101270
2015,4,kvyat,56,,1:40.339,100339
2015,4,maldonado,56,,1:38.736,98736
2015,4,massa,56,,1:43.080,103080
2015,4,nasr,56,,1:40.023,100023
2015,4,perez,56,,1:41.162,101162
2015,4,ricciardo,56,,1:39.490,99490
2015,4,vettel,56,,1:39.756,99756
2015,4,bottas,57,,1:39.802,99802
2015,4,grosjean,57,,1:41.197,101197
2015,4,hamilton,57,,1:40.847,100847
2015,4,raikkonen,57,,1:38.015,98015
2015,4,ricciardo,57,,1:41.660,101660
2015,4,rosberg,57,,1:39.197,99197
2015,4,vettel,57,,1:39.952,99952
2015,5,alonso,1,,1:44.024,104024
2015,5,bottas,1,,1:39.104,99104
2015,5,button,1,,1:46.194,106194
2015,5,ericsson,1,,1:45.239,105239
2015,5,grosjean,1,,1:42.440,102440
2015,5,hamilton,1,,1:38.042,98042
2015,5,hulkenberg,1,,1:46.537,106537
2015,5,kvyat,1,,1:44.331,104331
2015,5,maldonado,1,,1:43.399,103399
2015,5,massa,1,,1:41.963,101963
2015,5,max_verstappen,1,,1:40.837,100837
2015,5,merhi,1,,1:47.600,107600
2015,5,nasr,1,,1:44.865,104865
2015,5,perez,1,,1:45.766,105766
2015,5,raikkonen,1,,1:39.950,99950
2015,5,ricciardo,1,,1:43.028,103028
2015,5,rosberg,1,,1:35.658,95658
2015,5,sainz,1,,1:41.484,101484
2015,5,stevens,1,,1:48.007,108007
2015,5,vettel,1,,1:36.832,96832
2015,5,alonso,2,,1:36.010,96010
2015,5,bottas,2,,1:33.075,93075
2015,5,button,2,,1:37.384,97384
2015,5,ericsson,2,,1:36.614,96614
2015,5,grosjean,2,,1:35.224,95224
2015,5,hamilton,2,,1:32.766,92766
2015,5,hulkenberg,2,,1:36.460,96460
2015,5,kvyat,2,,1:36.381,96381
2015,5,maldonado,2,,1:34.913,94913
2015,5,massa,2,,1:35.272,95272
2015,5,max_verstappen,2,,1:34.592,94592
2015,5,merhi,2,,1:37.686,97686
2015,5,nasr,2,,1:36.486,96486
2015,5,perez,2,,1:36.644,96644
2015,5,raikkonen,2,,1:33.753,93753
2015,5,ricciardo,2,,1:35.920,95920
2015,5,rosberg,2,,1:32.313,92313
2015,5,sainz,2,,1:35.305,95305
2015,5,stevens,2,,1:38.017,98017
2015,5,vettel,2,,1:32.821,92821
2015,5,alonso,3,,1:35.251,95251
2015,5,bottas,3,,1:32.708,92708
2015,5,button,3,,1:36.010,96010
2015,5,ericsson,3,,1:35.561,95561
2015,5,grosjean,3,,1:34.997,94997
2015,5,hamilton,3,,1:32.342,92342
2015,5,hulkenberg,3,,1:35.766,95766
2015,5,kvyat,3,,1:35.274,95274
2015,5,maldonado,3,,1:35.037,95037
2015,5,massa,3,,1:33.305,93305
2015,5,max_verstappen,3,,1:34.404,94404
2015,5,merhi,3,,1:37.466,97466
2015,5,nasr,3,,1:35.455,95455
2015,5,perez,3,,1:35.617,95617
2015,5,raikkonen,3,,1:32.958,92958
2015,5,ricciardo,3,,1:35.077,95077
2015,5,rosberg,3,,1:31.755,91755
2015,5,sainz,3,,1:35.335,95335
2015,5,stevens,3,,1:37.471,97471
2015,5,vettel,3,,1:32.317,92317
2015,5,alonso,4,,1:35.137,95137
2015,5,bottas,4,,1:32.857,92857
2015,5,button,4,,1:35.398,95398
2015,5,ericsson,4,,1:35.179,95179
2015,5,grosjean,4,,1:36.815,96815
2015,5,hamilton,4,,1:32.303,92303
2015,5,hulkenberg,4,,1:35.297,95297
2015,5,kvyat,4,,1:35.263,95263
2015,5,maldonado,4,,1:34.346,94346
2015,5,massa,4,,1:33.263,93263
2015,5,max_verstappen,4,,1:35.574,95574
2015,5,merhi,4,,1:37.353,97353
2015,5,nasr,4,,1:35.198,95198
2015,5,perez,4,,1:35.170,95170
2015,5,raikkonen,4,,1:33.219,93219
2015,5,ricciardo,4,,1:34.721,94721
2015,5,rosberg,4,,1:32.027,92027
2015,5,sainz,4,,1:35.088,95088
2015,5,stevens,4,,1:37.192,97192
2015,5,vettel,4,,1:32.515,92515
2015,5,alonso,5,,1:34.966,94966
2015,5,bottas,5,,1:32.913,92913
2015,5,button,5,,1:35.527,95527
2015,5,ericsson,5,,1:35.393,95393
2015,5,grosjean,5,,1:34.719,94719
2015,5,hamilton,5,,1:32.492,92492
2015,5,hulkenberg,5,,1:35.155,95155
2015,5,kvyat,5,,1:35.282,95282
2015,5,maldonado,5,,1:33.420,93420
2015,5,massa,5,,1:33.557,93557
2015,5,max_verstappen,5,,1:34.239,94239
2015,5,merhi,5,,1:36.971,96971
2015,5,nasr,5,,1:35.292,95292
2015,5,perez,5,,1:35.369,95369
2015,5,raikkonen,5,,1:33.084,93084
2015,5,ricciardo,5,,1:34.540,94540
2015,5,rosberg,5,,1:31.908,91908
2015,5,sainz,5,,1:35.453,95453
2015,5,stevens,5,,1:37.261,97261
2015,5,vettel,5,,1:32.325,92325
2015,5,button,52,,1:31.615,91615
2015,5,ericsson,52,,1:32.222,92222
2015,5,hulkenberg,52,,1:31.372,91372
2015,5,merhi,52,,1:36.302,96302
2015,5,nasr,52,,1:33.104,93104
2015,5,perez,52,,1:32.555,92555
2015,5,stevens,52,,1:35.139,95139
2015,5,bottas,53,,1:31.303,91303
2015,5,button,53,,1:31.382,91382
2015,5,ericsson,53,,1:32.515,92515
2015,5,grosjean,53,,1:32.514,92514
2015,5,hamilton,53,,1:28.401,88401
2015,5,hulkenberg,53,,1:31.495,91495
2015,5,kvyat,53,,1:32.197,92197
2015,5,massa,53,,1:30.740,90740
2015,5,max_verstappen,53,,1:32.969,92969
2015,5,merhi,53,,1:36.512,96512
2015,5,nasr,53,,1:33.789,93789
2015,5,perez,53,,1:32.617,92617
2015,5,raikkonen,53,,1:30.533,90533
2015,5,ricciardo,53,,1:31.402,91402
2015,5,rosberg,53,,1:29.109,89109
2015,5,sainz,53,,1:32.691,92691
2015,5,stevens,53,,1:34.944,94944
2015,5,vettel,53,,1:32.074,92074
2015,5,bottas,54,,1:31.110,91110
2015,5,button,54,,1:31.692,91692
2015,5,ericsson,54,,1:32.891,92891
2015,5,grosjean,54,,1:32.547,92547
2015,5,hamilton,54,,1:28.270,88270
2015,5,hulkenberg,54,,1:32.061,92061
2015,5,kvyat,54,,1:34.050,94050
2015,5,massa,54,,1:30.675,90675
2015,5,max_verstappen,54,,1:32.356,92356
2015,5,merhi,54,,1:35.863,95863
2015,5,nasr,54,,1:32.899,92899
2015,5,perez,54,,1:32.677,92677
2015,5,raikkonen,54,,1:30.402,90402
2015,5,ricciardo,54,,1:31.234,91234
2015,5,rosberg,54,,1:29.293,89293
2015,5,sainz,54,,1:32.662,92662
2015,5,stevens,54,,1:34.353,94353
2015,5,vettel,54,,1:31.735,91735
2015,5,bottas,55,,1:31.623,91623
2015,5,button,55,,1:32.308,92308
2015,5,ericsson,55,,1:32.696,92696
2015,5,grosjean,55,,1:32.686,92686
2015,5,hamilton,55,,1:28.725,88725
2015,5,hulkenberg,55,,1:31.718,91718
2015,5,kvyat,55,,1:32.486,92486
2015,5,massa,55,,1:30.905,90905
2015,5,max_verstappen,55,,1:32.302,92302
2015,5,merhi,55,,1:35.345,95345
2015,5,nasr,55,,1:32.905,92905
2015,5,perez,55,,1:32.802,92802
2015,5,raikkonen,55,,1:30.841,90841
2015,5,ricciardo,55,,1:31.276,91276
2015,5,rosberg,55,,1:29.500,89500
2015,5,sainz,55,,1:32.983,92983
2015,5,stevens,55,,1:34.568,94568
2015,5,vettel,55,,1:31.799,91799
2015,5,bottas,56,,1:32.166,92166
2015,5,button,56,,1:33.506,93506
2015,5,ericsson,56,,1:32.526,92526
2015,5,grosjean,56,,1:34.183,94183
2015,5,hamilton,56,,1:28.716,88716
2015,5,hulkenberg,56,,1:31.678,91678
2015,5,kvyat,56,,1:32.381,92381
2015,5,massa,56,,1:31.375,91375
2015,5,max_verstappen,56,,1:31.968,91968
2015,5,merhi,56,,1:35.167,95167
2015,5,nasr,56,,1:32.765,92765
2015,5,perez,56,,1:33.183,93183
2015,5,raikkonen,56,,1:30.906,90906
2015,5,ricciardo,56,,1:31.124,91124
2015,5,rosberg,56,,1:29.582,89582
2015,5,sainz,56,,1:34.430,94430
2015,5,stevens,56,,1:38.147,98147
2015,5,vettel,56,,1:32.199,92199
2015,5,bottas,57,,1:31.807,91807
2015,5,button,57,,1:31.924,91924
2015,5,ericsson,57,,1:32.888,92888
2015,5,grosjean,57,,1:32.759,92759
2015,5,hamilton,57,,1:28.774,88774
2015,5,hulkenberg,57,,1:31.763,91763
2015,5,kvyat,57,,1:32.945,92945
2015,5,massa,57,,1:31.055,91055
2015,5,max_verstappen,57,,1:32.419,92419
2015,5,merhi,57,,1:36.054,96054
2015,5,nasr,57,,1:33.448,93448
2015,5,perez,57,,1:33.056,93056
2015,5,raikkonen,57,,1:31.230,91230
2015,5,ricciardo,57,,1:33.980,93980
2015,5,rosberg,57,,1:29.743,89743
2015,5,sainz,57,,1:32.094,92094
2015,5,stevens,57,,1:38.480,98480
2015,5,vettel,57,,1:32.125,92125
2015,5,hamilton,58,,1:28.899,88899
2015,5,rosberg,58,,1:30.145,90145
2015,5,vettel,58,,1:31.641,91641
2015,6,alonso,1,,1:35.437,95437
2015,6,bottas,1,,1:37.549,97549
2015,6,button,1,,1:34.805,94805
2015,6,ericsson,1,,1:38.439,98439
2015,6,grosjean,1,,1:36.832,96832
2015,6,hamilton,1,,1:26.226,86226
2015,6,hulkenberg,1,,2:26.277,146277
2015,6,kvyat,1,,1:28.993,88993
2015,6,maldonado,1,,1:33.890,93890
2015,6,massa,1,,2:51.051,171051
2015,6,max_verstappen,1,,1:34.063,94063
2015,6,merhi,1,,1:41.668,101668
2015,6,nasr,1,,1:35.990,95990
2015,6,perez,1,,1:31.791,91791
